Date/Time	Latitude_N	Longitude_E	SWD [W/m**2]	PAR down above surface W/m2	PAR just below surf (W/m2)	PAR just below surface (µmol)
2015-05-25T00:15	71.7107	13.2039	8	3.76	4.33152	19.8816768
2015-05-25T00:25	71.7384	13.1869	7	3.29	3.79008	17.3964672
2015-05-25T00:35	71.7657	13.1705	9	4.23	4.87296	22.3668864
2015-05-25T00:45	71.7924	13.1553	13	6.11	7.03872	32.3077248
2015-05-25T00:55	71.8192	13.1391	12	5.64	6.49728	29.8225152
2015-05-25T01:05	71.846	13.124	7	3.29	3.79008	17.3964672
2015-05-25T01:15	71.8727	13.1072	9	4.23	4.87296	22.3668864
2015-05-25T01:25	71.8995	13.0919	9	4.23	4.87296	22.3668864
2015-05-25T01:35	71.9268	13.0759	8	3.76	4.33152	19.8816768
2015-05-25T01:45	71.9544	13.0597	12	5.64	6.49728	29.8225152
2015-05-25T01:55	71.9823	13.042	15	7.05	8.1216	37.278144
2015-05-25T02:05	72.0107	13.0253	17	7.99	9.20448	42.2485632
2015-05-25T02:15	72.0395	13.0082	16	7.52	8.66304	39.7633536
2015-05-25T02:25	72.0677	12.9912	19	8.93	10.28736	47.2189824
2015-05-25T02:35	72.0957	12.9741	22	10.34	11.91168	54.6746112
2015-05-25T02:45	72.1243	12.9577	22	10.34	11.91168	54.6746112
2015-05-25T02:55	72.1519	12.9407	63	29.61	34.11072	156.5682048
2015-05-25T03:05	72.1795	12.9238	51	23.97	27.61344	126.7456896
2015-05-25T03:15	72.2069	12.9069	49	23.03	26.53056	121.7752704
2015-05-25T03:25	72.2341	12.8903	53	24.91	28.69632	131.7161088
2015-05-25T03:35	72.2616	12.8745	36	16.92	19.49184	89.4675456
2015-05-25T03:45	72.2888	12.8572	33	15.51	17.86752	82.0119168
2015-05-25T03:55	72.3166	12.8403	45	21.15	24.3648	111.834432
2015-05-25T04:05	72.3438	12.8237	45	21.15	24.3648	111.834432
2015-05-25T04:15	72.3718	12.8067	52	24.44	28.15488	129.2308992
2015-05-25T04:25	72.4002	12.7899	35	16.45	18.9504	86.982336
2015-05-25T04:35	72.429	12.7718	31	14.57	16.78464	77.0414976
2015-05-25T04:45	72.4586	12.7534	48	22.56	25.98912	119.2900608
2015-05-25T04:55	72.4893	12.7354	88	41.36	47.64672	218.6984448
2015-05-25T05:05	72.5203	12.7155	119	55.93	64.43136	295.7399424
2015-05-25T05:15	72.5511	12.6971	83	39.01	44.93952	206.2723968
2015-05-25T05:25	72.582	12.6782	84	39.48	45.48096	208.7576064
2015-05-25T05:35	72.6133	12.6589	91	42.77	49.27104	226.1540736
2015-05-25T05:45	72.6443	12.6393	91	42.77	49.27104	226.1540736
2015-05-25T05:55	72.6752	12.6198	141	66.27	76.34304	350.4145536
2015-05-25T06:05	72.7057	12.6008	149	70.03	80.67456	370.2962304
2015-05-25T06:15	72.7356	12.5832	209	98.23	113.16096	519.4088064
2015-05-25T06:25	72.7655	12.5634	161	75.67	87.17184	400.1187456
2015-05-25T06:35	72.7954	12.5458	200	94	108.288	497.04192
2015-05-25T06:45	72.825	12.5266	252	118.44	136.44288	626.2728192
2015-05-25T06:55	72.8547	12.5083	239	112.33	129.40416	593.9650944
2015-05-25T07:05	72.8846	12.4891	180	84.6	97.4592	447.337728
2015-05-25T07:15	72.9144	12.4713	196	92.12	106.12224	487.1010816
2015-05-25T07:25	72.9442	12.4518	183	86.01	99.08352	454.7933568
2015-05-25T07:35	72.9744	12.4337	303	142.41	164.05632	753.0185088
2015-05-25T07:45	73.0046	12.4144	264	124.08	142.94016	656.0953344
2015-05-25T07:55	73.0352	12.3963	248	116.56	134.27712	616.3319808
2015-05-25T08:05	73.0655	12.3768	181	85.07	98.00064	449.8229376
2015-05-25T08:15	73.0954	12.3581	234	109.98	126.69696	581.5390464
2015-05-25T08:25	73.1263	12.3384	232	109.04	125.61408	576.5686272
2015-05-25T08:35	73.157	12.3207	323	151.81	174.88512	802.7227008
2015-05-25T08:45	73.1872	12.3007	413	194.11	223.61472	1026.391565
2015-05-25T08:55	73.2173	12.2814	185	86.95	100.1664	459.763776
2015-05-25T09:05	73.2473	12.2635	295	138.65	159.7248	733.136832
2015-05-25T09:15	73.2767	12.2453	254	119.38	137.52576	631.2432384
2015-05-25T09:25	73.3066	12.2252	141	66.27	76.34304	350.4145536
2015-05-25T09:35	73.3367	12.2068	205	96.35	110.9952	509.467968
2015-05-25T09:45	73.3666	12.1874	230	108.1	124.5312	571.598208
2015-05-25T09:55	73.3972	12.169	192	90.24	103.95648	477.1602432
2015-05-25T10:05	73.4282	12.148	163	76.61	88.25472	405.0891648
2015-05-25T10:15	73.4595	12.1284	224	105.28	121.28256	556.6869504
2015-05-25T10:25	73.4912	12.1089	127	59.69	68.76288	315.6216192
2015-05-25T10:35	73.5228	12.0875	150	70.5	81.216	372.78144
2015-05-25T10:45	73.5545	12.0678	159	74.73	86.08896	395.1483264
2015-05-25T10:55	73.5862	12.048	146	68.62	79.05024	362.8406016
2015-05-25T11:05	73.6178	12.0277	179	84.13	96.91776	444.8525184
2015-05-25T11:15	73.6489	12.007	104	48.88	56.30976	258.4617984
2015-05-25T11:25	73.6798	11.9876	198	93.06	107.20512	492.0715008
2015-05-25T11:35	73.7094	11.9686	188	88.36	101.79072	467.2194048
2015-05-25T11:45	73.7379	11.9489	231	108.57	125.07264	574.0834176
2015-05-25T11:55	73.7663	11.9313	185	86.95	100.1664	459.763776
2015-05-25T12:05	73.793	11.9361	263	123.61	142.39872	653.6101248
2015-05-25T12:15	73.8181	11.9719	144	67.68	77.96736	357.8701824
2015-05-25T12:25	73.8435	12.0007	122	57.34	66.05568	303.1955712
2015-05-25T12:35	73.8686	11.9527	121	56.87	65.51424	300.7103616
2015-05-25T12:45	73.8953	11.9017	139	65.33	75.26016	345.4441344
2015-05-25T12:55	73.9238	11.8635	160	75.2	86.6304	397.633536
2015-05-25T13:05	73.9531	11.8313	150	70.5	81.216	372.78144
2015-05-25T13:15	73.9821	11.7981	167	78.49	90.42048	415.0300032
2015-05-25T13:25	74.0108	11.7713	172	80.84	93.12768	427.4560512
2015-05-25T13:35	74.0397	11.7527	198	93.06	107.20512	492.0715008
2015-05-25T13:45	74.0684	11.7335	191	89.77	103.41504	474.6750336
2015-05-25T13:55	74.0969	11.7139	203	95.41	109.91232	504.4975488
2015-05-25T14:05	74.1251	11.6953	239	112.33	129.40416	593.9650944
2015-05-25T14:15	74.1531	11.6771	261	122.67	141.31584	648.6397056
2015-05-25T14:25	74.181	11.6576	262	123.14	141.85728	651.1249152
2015-05-25T14:35	74.2098	11.6387	257	120.79	139.15008	638.6988672
2015-05-25T14:45	74.2394	11.6201	253	118.91	136.98432	628.7580288
2015-05-25T14:55	74.2695	11.5988	292	137.24	158.10048	725.6812032
2015-05-25T15:05	74.2994	11.5788	324	152.28	175.42656	805.2079104
2015-05-25T15:15	74.3289	11.5596	334	156.98	180.84096	830.0600064
2015-05-25T15:25	74.3581	11.54	383	180.01	207.37152	951.8352768
2015-05-25T15:35	74.3876	11.5206	328	154.16	177.59232	815.1487488
2015-05-25T15:45	74.4173	11.5002	329	154.63	178.13376	817.6339584
2015-05-25T15:55	74.4478	11.48	256	120.32	138.60864	636.2136576
2015-05-25T16:05	74.4788	11.4582	265	124.55	143.4816	658.580544
2015-05-25T16:15	74.5096	11.4372	218	102.46	118.03392	541.7756928
2015-05-25T16:25	74.5406	11.4158	171	80.37	92.58624	424.9708416
2015-05-25T16:35	74.5719	11.3955	128	60.16	69.30432	318.1068288
2015-05-25T16:45	74.6029	11.3733	126	59.22	68.22144	313.1364096
2015-05-25T16:55	74.6339	11.3529	132	62.04	71.47008	328.0476672
2015-05-25T17:05	74.6646	11.331	145	68.15	78.5088	360.355392
2015-05-25T17:15	74.6952	11.3109	106	49.82	57.39264	263.4322176
2015-05-25T17:25	74.7257	11.2888	78	36.66	42.23232	193.8463488
2015-05-25T17:35	74.7562	11.2678	78	36.66	42.23232	193.8463488
2015-05-25T17:45	74.7869	11.2479	78	36.66	42.23232	193.8463488
2015-05-25T17:55	74.8174	11.2266	66	31.02	35.73504	164.0238336
2015-05-25T18:05	74.8476	11.2052	62	29.14	33.56928	154.0829952
2015-05-25T18:15	74.8777	11.1835	59	27.73	31.94496	146.6273664
2015-05-25T18:25	74.9078	11.1635	61	28.67	33.02784	151.5977856
2015-05-25T18:35	74.9375	11.1424	49	23.03	26.53056	121.7752704
2015-05-25T18:45	74.9665	11.1217	45	21.15	24.3648	111.834432
2015-05-25T18:55	74.9954	11.1025	49	23.03	26.53056	121.7752704
2015-05-25T19:05	75.0252	11.0813	47	22.09	25.44768	116.8048512
2015-05-25T19:15	75.0548	11.0601	45	21.15	24.3648	111.834432
2015-05-25T19:25	75.0838	11.0392	45	21.15	24.3648	111.834432
2015-05-25T19:35	75.1136	11.0189	38	17.86	20.57472	94.4379648
2015-05-25T19:45	75.1422	10.9987	34	15.98	18.40896	84.4971264
2015-05-25T19:55	75.1612	10.9851	36	16.92	19.49184	89.4675456
2015-05-25T20:05	75.1712	10.9796	30	14.1	16.2432	74.556288
2015-05-25T20:15	75.1869	10.9706	30	14.1	16.2432	74.556288
2015-05-25T20:25	75.2161	10.9454	32	15.04	17.32608	79.5267072
2015-05-25T20:35	75.2472	10.9229	34	15.98	18.40896	84.4971264
2015-05-25T20:45	75.2785	10.9017	29	13.63	15.70176	72.0710784
2015-05-25T20:55	75.3089	10.8793	33	15.51	17.86752	82.0119168
2015-05-25T21:05	75.3396	10.8584	31	14.57	16.78464	77.0414976
2015-05-25T21:15	75.3705	10.835	24	11.28	12.99456	59.6450304
2015-05-25T21:25	75.4017	10.8138	17	7.99	9.20448	42.2485632
2015-05-25T21:35	75.4329	10.7903	16	7.52	8.66304	39.7633536
2015-05-25T21:45	75.4641	10.7683	19	8.93	10.28736	47.2189824
2015-05-25T21:55	75.4953	10.7454	20	9.4	10.8288	49.704192
2015-05-25T22:05	75.5263	10.7239	29	13.63	15.70176	72.0710784
2015-05-25T22:15	75.557	10.7006	32	15.04	17.32608	79.5267072
2015-05-25T22:25	75.5876	10.6779	37	17.39	20.03328	91.9527552
2015-05-25T22:35	75.6182	10.6567	43	20.21	23.28192	106.8640128
2015-05-25T22:45	75.6487	10.6338	46	21.62	24.90624	114.3196416
2015-05-25T22:55	75.6801	10.6115	52	24.44	28.15488	129.2308992
2015-05-25T23:05	75.7114	10.5873	52	24.44	28.15488	129.2308992
2015-05-25T23:15	75.743	10.5652	46	21.62	24.90624	114.3196416
2015-05-25T23:25	75.7718	10.5404	46	21.62	24.90624	114.3196416
2015-05-25T23:35	75.7901	10.5285	37	17.39	20.03328	91.9527552
2015-05-25T23:45	75.8077	10.5166	27	12.69	14.61888	67.1006592
2015-05-25T23:55	75.8252	10.5035	22	10.34	11.91168	54.6746112
2015-05-26T00:05	75.8426	10.4903	18	8.46	9.74592	44.7337728
2015-05-26T00:15	75.8598	10.4781	16	7.52	8.66304	39.7633536
2015-05-26T00:25	75.8851	10.4606	15	7.05	8.1216	37.278144
2015-05-26T00:35	75.9142	10.4384	18	8.46	9.74592	44.7337728
2015-05-26T00:45	75.9429	10.417	20	9.4	10.8288	49.704192
2015-05-26T00:55	75.9716	10.3934	18	8.46	9.74592	44.7337728
2015-05-26T01:05	76.0022	10.3722	17	7.99	9.20448	42.2485632
2015-05-26T01:15	76.0329	10.3491	19	8.93	10.28736	47.2189824
2015-05-26T01:25	76.0628	10.3256	17	7.99	9.20448	42.2485632
2015-05-26T01:35	76.093	10.3036	19	8.93	10.28736	47.2189824
2015-05-26T01:45	76.1237	10.2795	19	8.93	10.28736	47.2189824
2015-05-26T01:55	76.1549	10.2572	18	8.46	9.74592	44.7337728
2015-05-26T02:05	76.1861	10.2328	23	10.81	12.45312	57.1598208
2015-05-26T02:15	76.2177	10.2094	21	9.87	11.37024	52.1894016
2015-05-26T02:25	76.2496	10.1839	21	9.87	11.37024	52.1894016
2015-05-26T02:35	76.2819	10.159	26	12.22	14.07744	64.6154496
2015-05-26T02:45	76.3138	10.1345	39	18.33	21.11616	96.9231744
2015-05-26T02:55	76.3455	10.1116	33	15.51	17.86752	82.0119168
2015-05-26T03:05	76.3767	10.0873	29	13.63	15.70176	72.0710784
2015-05-26T03:15	76.408	10.0623	26	12.22	14.07744	64.6154496
2015-05-26T03:25	76.4391	10.0378	26	12.22	14.07744	64.6154496
2015-05-26T03:35	76.4699	10.0153	27	12.69	14.61888	67.1006592
2015-05-26T03:45	76.5002	9.9918	27	12.69	14.61888	67.1006592
2015-05-26T03:55	76.5296	9.9688	31	14.57	16.78464	77.0414976
2015-05-26T04:05	76.5584	9.9455	35	16.45	18.9504	86.982336
2015-05-26T04:15	76.5871	9.9239	36	16.92	19.49184	89.4675456
2015-05-26T04:25	76.6156	9.9004	38	17.86	20.57472	94.4379648
2015-05-26T04:35	76.6442	9.8793	41	19.27	22.19904	101.8935936
2015-05-26T04:45	76.6728	9.8568	43	20.21	23.28192	106.8640128
2015-05-26T04:55	76.7016	9.8335	47	22.09	25.44768	116.8048512
2015-05-26T05:05	76.7309	9.8096	43	20.21	23.28192	106.8640128
2015-05-26T05:15	76.7605	9.7864	36	16.92	19.49184	89.4675456
2015-05-26T05:25	76.7903	9.763	36	16.92	19.49184	89.4675456
2015-05-26T05:35	76.8203	9.7396	40	18.8	21.6576	99.408384
2015-05-26T05:45	76.8508	9.7158	41	19.27	22.19904	101.8935936
2015-05-26T05:55	76.8807	9.6909	44	20.68	23.82336	109.3492224
2015-05-26T06:05	76.9105	9.667	45	21.15	24.3648	111.834432
2015-05-26T06:15	76.9395	9.6433	53	24.91	28.69632	131.7161088
2015-05-26T06:25	76.9684	9.6215	75	35.25	40.608	186.39072
2015-05-26T06:35	76.9975	9.5975	77	36.19	41.69088	191.3611392
2015-05-26T06:45	77.0273	9.5727	73	34.31	39.52512	181.4203008
2015-05-26T06:55	77.0571	9.5487	70	32.9	37.9008	173.964672
2015-05-26T07:05	77.0729	9.5282	80	37.6	43.3152	198.816768
2015-05-26T07:15	77.0725	9.5203	102	47.94	55.22688	253.4913792
2015-05-26T07:25	77.0724	9.5181	117	54.99	63.34848	290.7695232
2015-05-26T07:35	77.0721	9.5169	130	61.1	70.3872	323.077248
2015-05-26T07:45	77.0716	9.5138	146	68.62	79.05024	362.8406016
2015-05-26T07:55	77.0713	9.5124	161	75.67	87.17184	400.1187456
2015-05-26T08:05	77.0713	9.5135	153	71.91	82.84032	380.2370688
2015-05-26T08:15	77.071	9.5128	124	58.28	67.13856	308.1659904
2015-05-26T08:25	77.0707	9.5037	136	63.92	73.63584	337.9885056
2015-05-26T08:35	77.0876	9.4506	179	84.13	96.91776	444.8525184
2015-05-26T08:45	77.1181	9.4354	196	92.12	106.12224	487.1010816
2015-05-26T08:55	77.1486	9.4212	221	103.87	119.65824	549.2313216
2015-05-26T09:05	77.1788	9.4082	213	100.11	115.32672	529.3496448
2015-05-26T09:15	77.2092	9.395	203	95.41	109.91232	504.4975488
2015-05-26T09:25	77.2397	9.3811	223	104.81	120.74112	554.2017408
2015-05-26T09:35	77.2701	9.3585	258	121.26	139.69152	641.1840768
2015-05-26T09:45	77.301	9.3393	150	70.5	81.216	372.78144
2015-05-26T09:55	77.332	9.3241	105	49.35	56.8512	260.947008
2015-05-26T10:05	77.363	9.2979	79	37.13	42.77376	196.3315584
2015-05-26T10:15	77.3938	9.2723	55	25.85	29.7792	136.686528
2015-05-26T10:25	77.4247	9.2474	52	24.44	28.15488	129.2308992
2015-05-26T10:35	77.4559	9.2213	82	38.54	44.39808	203.7871872
2015-05-26T10:45	77.4873	9.1936	96	45.12	51.97824	238.5801216
2015-05-26T10:55	77.519	9.1673	100	47	54.144	248.52096
2015-05-26T11:05	77.5507	9.1409	101	47.47	54.68544	251.0061696
2015-05-26T11:15	77.5822	9.1143	149	70.03	80.67456	370.2962304
2015-05-26T11:25	77.6138	9.0878	197	92.59	106.66368	489.5862912
2015-05-26T11:35	77.6453	9.0615	219	102.93	118.57536	544.2609024
2015-05-26T11:45	77.6767	9.034	229	107.63	123.98976	569.1129984
2015-05-26T11:55	77.7084	9.0086	206	96.82	111.53664	511.9531776
2015-05-26T12:05	77.7403	8.981	179	84.13	96.91776	444.8525184
2015-05-26T12:15	77.7721	8.9536	169	79.43	91.50336	420.0004224
2015-05-26T12:25	77.8039	8.925	171	80.37	92.58624	424.9708416
2015-05-26T12:35	77.8359	8.8976	152	71.44	82.29888	377.7518592
2015-05-26T12:45	77.868	8.8701	150	70.5	81.216	372.78144
2015-05-26T12:55	77.8999	8.844	150	70.5	81.216	372.78144
2015-05-26T13:05	77.9313	8.8157	155	72.85	83.9232	385.207488
2015-05-26T13:15	77.9627	8.7892	155	72.85	83.9232	385.207488
2015-05-26T13:25	77.9942	8.7728	161	75.67	87.17184	400.1187456
2015-05-26T13:35	78.026	8.7621	178	83.66	96.37632	442.3673088
2015-05-26T13:45	78.0578	8.753	178	83.66	96.37632	442.3673088
2015-05-26T13:55	78.0895	8.7423	159	74.73	86.08896	395.1483264
2015-05-26T14:05	78.1211	8.732	135	63.45	73.0944	335.503296
2015-05-26T14:15	78.1528	8.7206	145	68.15	78.5088	360.355392
2015-05-26T14:25	78.1844	8.711	144	67.68	77.96736	357.8701824
2015-05-26T14:35	78.2158	8.701	140	65.8	75.8016	347.929344
2015-05-26T14:45	78.247	8.6899	133	62.51	72.01152	330.5328768
2015-05-26T14:55	78.2773	8.6798	140	65.8	75.8016	347.929344
2015-05-26T15:05	78.3067	8.6708	137	64.39	74.17728	340.4737152
2015-05-26T15:15	78.3368	8.6598	137	64.39	74.17728	340.4737152
2015-05-26T15:25	78.368	8.6512	138	64.86	74.71872	342.9589248
2015-05-26T15:35	78.3995	8.6373	139	65.33	75.26016	345.4441344
2015-05-26T15:45	78.4309	8.6295	135	63.45	73.0944	335.503296
2015-05-26T15:55	78.4624	8.6193	130	61.1	70.3872	323.077248
2015-05-26T16:05	78.4939	8.6072	123	57.81	66.59712	305.6807808
2015-05-26T16:15	78.5252	8.5973	120	56.4	64.9728	298.225152
2015-05-26T16:25	78.5563	8.5861	111	52.17	60.09984	275.8582656
2015-05-26T16:35	78.5873	8.5767	113	53.11	61.18272	280.8286848
2015-05-26T16:45	78.6181	8.5658	115	54.05	62.2656	285.799104
2015-05-26T16:55	78.6489	8.5556	110	51.7	59.5584	273.373056
2015-05-26T17:05	78.6798	8.5444	114	53.58	61.72416	283.3138944
2015-05-26T17:15	78.7111	8.5341	111	52.17	60.09984	275.8582656
2015-05-26T17:25	78.7428	8.5222	110	51.7	59.5584	273.373056
2015-05-26T17:35	78.7746	8.5121	112	52.64	60.64128	278.3434752
2015-05-26T17:45	78.8066	8.5012	105	49.35	56.8512	260.947008
2015-05-26T17:55	78.8391	8.4898	102	47.94	55.22688	253.4913792
2015-05-26T18:05	78.8719	8.4778	92	43.24	49.81248	228.6392832
2015-05-26T18:15	78.9046	8.4676	93	43.71	50.35392	231.1244928
2015-05-26T18:25	78.9371	8.4561	90	42.3	48.7296	223.668864
2015-05-26T18:35	78.9693	8.4449	84	39.48	45.48096	208.7576064
2015-05-26T18:45	79.0014	8.4324	75	35.25	40.608	186.39072
2015-05-26T18:55	79.0334	8.422	54	25.38	29.23776	134.2013184
2015-05-26T19:05	79.0655	8.4106	54	25.38	29.23776	134.2013184
2015-05-26T19:15	79.0978	8.3975	61	28.67	33.02784	151.5977856
2015-05-26T19:25	79.1304	8.3878	65	30.55	35.1936	161.538624
2015-05-26T19:35	79.163	8.3743	73	34.31	39.52512	181.4203008
2015-05-26T19:45	79.1956	8.3648	57	26.79	30.86208	141.6569472
2015-05-26T19:55	79.2283	8.3527	52	24.44	28.15488	129.2308992
2015-05-26T20:05	79.2609	8.3415	46	21.62	24.90624	114.3196416
2015-05-26T20:15	79.2939	8.3263	54	25.38	29.23776	134.2013184
2015-05-26T20:25	79.3264	8.317	64	30.08	34.65216	159.0534144
2015-05-26T20:35	79.3591	8.3038	61	28.67	33.02784	151.5977856
2015-05-26T20:45	79.3925	8.2925	53	24.91	28.69632	131.7161088
2015-05-26T20:55	79.4263	8.2794	48	22.56	25.98912	119.2900608
2015-05-26T21:05	79.4604	8.2644	43	20.21	23.28192	106.8640128
2015-05-26T21:15	79.4946	8.256	43	20.21	23.28192	106.8640128
2015-05-26T21:25	79.5278	8.2432	43	20.21	23.28192	106.8640128
2015-05-26T21:35	79.5606	8.2293	40	18.8	21.6576	99.408384
2015-05-26T21:45	79.5935	8.2171	37	17.39	20.03328	91.9527552
2015-05-26T21:55	79.6249	8.2066	41	19.27	22.19904	101.8935936
2015-05-26T22:05	79.6555	8.1954	34	15.98	18.40896	84.4971264
2015-05-26T22:15	79.6859	8.1823	30	14.1	16.2432	74.556288
2015-05-26T22:25	79.7165	8.173	33	15.51	17.86752	82.0119168
2015-05-26T22:35	79.7475	8.1606	37	17.39	20.03328	91.9527552
2015-05-26T22:45	79.7782	8.1492	38	17.86	20.57472	94.4379648
2015-05-26T22:55	79.8088	8.1361	36	16.92	19.49184	89.4675456
2015-05-26T23:05	79.839	8.1248	39	18.33	21.11616	96.9231744
2015-05-26T23:15	79.8696	8.1136	38	17.86	20.57472	94.4379648
2015-05-26T23:25	79.9004	8.101	37	17.39	20.03328	91.9527552
2015-05-26T23:35	79.9313	8.0903	39	18.33	21.11616	96.9231744
2015-05-26T23:45	79.961	8.0939	42	19.74	22.74048	104.3788032
2015-05-26T23:55	79.9749	8.2495	45	21.15	24.3648	111.834432
2015-05-27T00:05	79.989	8.4069	49	23.03	26.53056	121.7752704
2015-05-27T00:15	80.0032	8.5623	54	25.38	29.23776	134.2013184
2015-05-27T00:25	80.0173	8.7145	57	26.79	30.86208	141.6569472
2015-05-27T00:35	80.0309	8.8675	60	28.2	32.4864	149.112576
2015-05-27T00:45	80.0449	9.0217	62	29.14	33.56928	154.0829952
2015-05-27T00:55	80.0593	9.1772	63	29.61	34.11072	156.5682048
2015-05-27T01:05	80.0731	9.3333	68	31.96	36.81792	168.9942528
2015-05-27T01:15	80.0875	9.4888	83	39.01	44.93952	206.2723968
2015-05-27T01:25	80.1018	9.648	184	86.48	99.62496	457.2785664
2015-05-27T01:35	80.1161	9.8099	115	54.05	62.2656	285.799104
2015-05-27T01:45	80.1305	9.9718	61	28.67	33.02784	151.5977856
2015-05-27T01:55	80.1452	10.1328	75	35.25	40.608	186.39072
2015-05-27T02:05	80.1599	10.2927	65	30.55	35.1936	161.538624
2015-05-27T02:15	80.1741	10.4518	55	25.85	29.7792	136.686528
2015-05-27T02:25	80.1886	10.6089	54	25.38	29.23776	134.2013184
2015-05-27T02:35	80.2028	10.7684	48	22.56	25.98912	119.2900608
2015-05-27T02:45	80.2175	10.9306	41	19.27	22.19904	101.8935936
2015-05-27T02:55	80.2319	11.0956	53	24.91	28.69632	131.7161088
2015-05-27T03:05	80.247	11.2594	48	22.56	25.98912	119.2900608
2015-05-27T03:15	80.2613	11.4241	49	23.03	26.53056	121.7752704
2015-05-27T03:25	80.2763	11.587	59	27.73	31.94496	146.6273664
2015-05-27T03:35	80.2906	11.7519	55	25.85	29.7792	136.686528
2015-05-27T03:45	80.3052	11.9139	65	30.55	35.1936	161.538624
2015-05-27T03:55	80.3197	12.0722	66	31.02	35.73504	164.0238336
2015-05-27T04:05	80.3336	12.2346	69	32.43	37.35936	171.4794624
2015-05-27T04:15	80.3485	12.3982	93	43.71	50.35392	231.1244928
2015-05-27T04:25	80.3632	12.5644	92	43.24	49.81248	228.6392832
2015-05-27T04:35	80.3779	12.7298	102	47.94	55.22688	253.4913792
2015-05-27T04:45	80.3924	12.8943	96	45.12	51.97824	238.5801216
2015-05-27T04:55	80.4089	13.0582	94	44.18	50.89536	233.6097024
2015-05-27T05:05	80.4226	13.2212	94	44.18	50.89536	233.6097024
2015-05-27T05:15	80.4353	13.384	95	44.65	51.4368	236.094912
2015-05-27T05:25	80.4495	13.545	89	41.83	48.18816	221.1836544
2015-05-27T05:35	80.4637	13.7097	95	44.65	51.4368	236.094912
2015-05-27T05:45	80.4779	13.8715	99	46.53	53.60256	246.0357504
2015-05-27T05:55	80.4922	14.0304	105	49.35	56.8512	260.947008
2015-05-27T06:05	80.5063	14.1928	107	50.29	57.93408	265.9174272
2015-05-27T06:15	80.5205	14.3582	124	58.28	67.13856	308.1659904
2015-05-27T06:25	80.5351	14.522	148	69.56	80.13312	367.8110208
2015-05-27T06:35	80.5493	14.6869	324	152.28	175.42656	805.2079104
2015-05-27T06:45	80.5636	14.8504	460	216.2	249.0624	1143.196416
2015-05-27T06:55	80.5775	15.0138	456	214.32	246.89664	1133.255578
2015-05-27T07:05	80.5919	15.1768	426	200.22	230.65344	1058.69929
2015-05-27T07:15	80.605	15.3432	372	174.84	201.41568	924.4979712
2015-05-27T07:25	80.6187	15.5049	392	184.24	212.24448	974.2021632
2015-05-27T07:35	80.6337	15.6601	345	162.15	186.7968	857.397312
2015-05-27T07:45	80.6475	15.8217	344	161.68	186.25536	854.9121024
2015-05-27T07:55	80.6591	15.9649	362	170.14	196.00128	899.6458752
2015-05-27T08:05	80.6668	16.0797	438	205.86	237.15072	1088.521805
2015-05-27T08:15	80.6751	16.1865	522	245.34	282.63168	1297.279411
2015-05-27T08:25	80.6837	16.2924	392	184.24	212.24448	974.2021632
2015-05-27T08:35	80.6956	16.4061	368	172.96	199.24992	914.5571328
2015-05-27T08:45	80.7053	16.511	292	137.24	158.10048	725.6812032
2015-05-27T08:55	80.714	16.6172	357	167.79	193.29408	887.2198272
2015-05-27T09:05	80.7226	16.725	301	141.47	162.97344	748.0480896
2015-05-27T09:15	80.7306	16.8336	242	113.74	131.02848	601.4207232
2015-05-27T09:25	80.7398	16.9372	319	149.93	172.71936	792.7818624
2015-05-27T09:35	80.7516	17.0311	213	100.11	115.32672	529.3496448
2015-05-27T09:45	80.7605	17.1347	206	96.82	111.53664	511.9531776
2015-05-27T09:55	80.7705	17.2324	257	120.79	139.15008	638.6988672
2015-05-27T10:05	80.7796	17.334	331	155.57	179.21664	822.6043776
2015-05-27T10:15	80.7886	17.4341	307	144.29	166.22208	762.9593472
2015-05-27T10:25	80.7974	17.537	333	156.51	180.29952	827.5747968
2015-05-27T10:35	80.8052	17.6429	387	181.89	209.53728	961.7761152
2015-05-27T10:45	80.8118	17.7476	468	219.96	253.39392	1163.078093
2015-05-27T10:55	80.8202	17.8465	430	202.1	232.8192	1068.640128
2015-05-27T11:05	80.8282	17.9423	433	203.51	234.44352	1076.095757
2015-05-27T11:15	80.8363	18.0351	362	170.14	196.00128	899.6458752
2015-05-27T11:25	80.8421	18.1011	292	137.24	158.10048	725.6812032
2015-05-27T11:35	80.8475	18.175	283	133.01	153.22752	703.3143168
2015-05-27T11:45	80.857	18.258	231	108.57	125.07264	574.0834176
2015-05-27T11:55	80.863	18.3603	182	85.54	98.54208	452.3081472
2015-05-27T12:05	80.8707	18.4473	180	84.6	97.4592	447.337728
2015-05-27T12:15	80.8782	18.5437	186	87.42	100.70784	462.2489856
2015-05-27T12:25	80.8869	18.6436	164	77.08	88.79616	407.5743744
2015-05-27T12:35	80.8988	18.7302	132	62.04	71.47008	328.0476672
2015-05-27T12:45	80.9051	18.8333	134	62.98	72.55296	333.0180864
2015-05-27T12:55	80.9093	18.9302	150	70.5	81.216	372.78144
2015-05-27T13:05	80.9198	18.974	163	76.61	88.25472	405.0891648
2015-05-27T13:15	80.9314	19.0416	179	84.13	96.91776	444.8525184
2015-05-27T13:25	80.9389	19.1435	161	75.67	87.17184	400.1187456
2015-05-27T13:35	80.9475	19.248	195	91.65	105.5808	484.615872
2015-05-27T13:45	80.9546	19.3527	239	112.33	129.40416	593.9650944
