Date/Time	Latitude_N	Longitude_E	SWD [W/m**2]	PAR down above surface W/m2	PAR just below surf (W/m2)	PAR just below surface (µmol)
2015-06-17T09:35	81.9338	9.251	377	177.19	204.12288	936.9240192
2015-06-17T09:45	81.9331	9.2509	378	177.66	204.66432	939.4092288
2015-06-17T09:55	81.9322	9.2504	397	186.59	214.95168	986.6282112
2015-06-17T10:05	81.9314	9.2503	427	200.69	231.19488	1061.184499
2015-06-17T10:15	81.9308	9.2512	411	193.17	222.53184	1021.421146
2015-06-17T10:25	81.9302	9.2538	416	195.52	225.23904	1033.847194
2015-06-17T10:35	81.9239	9.2909	471	221.37	255.01824	1170.533722
2015-06-17T10:45	81.9194	9.3911	480	225.6	259.8912	1192.900608
2015-06-17T10:55	81.9123	9.4726	490	230.3	265.3056	1217.752704
2015-06-17T11:05	81.9014	9.5271	451	211.97	244.18944	1120.82953
2015-06-17T11:15	81.9013	9.622	438	205.86	237.15072	1088.521805
2015-06-17T11:25	81.9024	9.6601	397	186.59	214.95168	986.6282112
2015-06-17T11:35	81.9003	9.6541	480	225.6	259.8912	1192.900608
2015-06-17T11:45	81.9036	9.7172	449	211.03	243.10656	1115.85911
2015-06-17T11:55	81.9032	9.7817	400	188	216.576	994.08384
2015-06-17T12:05	81.912	9.8093	418	196.46	226.32192	1038.817613
2015-06-17T12:15	81.9129	9.8007	437	205.39	236.60928	1086.036595
2015-06-17T12:25	81.9125	9.8027	490	230.3	265.3056	1217.752704
2015-06-17T12:35	81.9113	9.8027	480	225.6	259.8912	1192.900608
2015-06-17T12:45	81.9099	9.8026	467	219.49	252.85248	1160.592883
2015-06-17T12:55	81.9028	9.8011	448	210.56	242.56512	1113.373901
2015-06-17T13:05	81.897	9.7797	465	218.55	251.7696	1155.622464
2015-06-17T13:15	81.8958	9.7737	449	211.03	243.10656	1115.85911
2015-06-17T13:25	81.8953	9.7742	377	177.19	204.12288	936.9240192
2015-06-17T13:35	81.8943	9.7754	446	209.62	241.48224	1108.403482
2015-06-17T13:45	81.8943	9.7724	450	211.5	243.648	1118.34432
2015-06-17T13:55	81.8944	9.7685	445	209.15	240.9408	1105.918272
2015-06-17T14:05	81.8938	9.767	390	183.3	211.1616	969.231744
2015-06-17T14:15	81.8931	9.7674	386	181.42	208.99584	959.2909056
2015-06-17T14:25	81.8929	9.7665	354	166.38	191.66976	879.7641984
2015-06-17T14:35	81.8927	9.7647	310	145.7	167.8464	770.414976
2015-06-17T14:45	81.892	9.7644	312	146.64	168.92928	775.3853952
2015-06-17T14:55	81.8918	9.7629	324	152.28	175.42656	805.2079104
2015-06-17T15:05	81.8915	9.7604	359	168.73	194.37696	892.1902464
2015-06-17T15:15	81.8923	9.7499	357	167.79	193.29408	887.2198272
2015-06-17T15:25	81.892	9.7375	280	131.6	151.6032	695.858688
2015-06-17T15:35	81.8917	9.7335	284	133.48	153.76896	705.7995264
2015-06-17T15:45	81.8914	9.7318	258	121.26	139.69152	641.1840768
2015-06-17T15:55	81.8912	9.7302	257	120.79	139.15008	638.6988672
2015-06-17T16:05	81.891	9.7288	253	118.91	136.98432	628.7580288
2015-06-17T16:15	81.8909	9.7273	241	113.27	130.48704	598.9355136
2015-06-17T16:25	81.8907	9.7262	239	112.33	129.40416	593.9650944
2015-06-17T16:35	81.8906	9.724	244	114.68	132.11136	606.3911424
2015-06-17T16:45	81.8905	9.722	240	112.8	129.9456	596.450304
2015-06-17T16:55	81.8905	9.7199	217	101.99	117.49248	539.2904832
2015-06-17T17:05	81.8904	9.7178	210	98.7	113.7024	521.894016
2015-06-17T17:15	81.8904	9.7164	210	98.7	113.7024	521.894016
2015-06-17T17:25	81.8904	9.7151	198	93.06	107.20512	492.0715008
2015-06-17T17:35	81.8904	9.7137	194	91.18	105.03936	482.1306624
2015-06-17T17:45	81.8903	9.7124	186	87.42	100.70784	462.2489856
2015-06-17T17:55	81.8902	9.7107	181	85.07	98.00064	449.8229376
2015-06-17T18:05	81.8902	9.709	169	79.43	91.50336	420.0004224
2015-06-17T18:15	81.8901	9.7075	150	70.5	81.216	372.78144
2015-06-17T18:25	81.89	9.7059	130	61.1	70.3872	323.077248
2015-06-17T18:35	81.89	9.7043	134	62.98	72.55296	333.0180864
2015-06-17T18:45	81.89	9.7026	137	64.39	74.17728	340.4737152
2015-06-17T18:55	81.8899	9.7011	139	65.33	75.26016	345.4441344
2015-06-17T19:05	81.8899	9.6995	144	67.68	77.96736	357.8701824
2015-06-17T19:15	81.8898	9.6981	144	67.68	77.96736	357.8701824
2015-06-17T19:25	81.8898	9.6968	124	58.28	67.13856	308.1659904
2015-06-17T19:35	81.8898	9.6954	114	53.58	61.72416	283.3138944
2015-06-17T19:45	81.8897	9.6941	123	57.81	66.59712	305.6807808
2015-06-17T19:55	81.8897	9.6928	121	56.87	65.51424	300.7103616
2015-06-17T20:05	81.8897	9.6917	137	64.39	74.17728	340.4737152
2015-06-17T20:15	81.8896	9.6906	126	59.22	68.22144	313.1364096
2015-06-17T20:25	81.8896	9.6898	124	58.28	67.13856	308.1659904
2015-06-17T20:35	81.8896	9.689	104	48.88	56.30976	258.4617984
2015-06-17T20:45	81.8895	9.6884	94	44.18	50.89536	233.6097024
2015-06-17T20:55	81.8895	9.6878	95	44.65	51.4368	236.094912
2015-06-17T21:05	81.8895	9.6875	96	45.12	51.97824	238.5801216
2015-06-17T21:15	81.8895	9.6874	125	58.75	67.68	310.6512
2015-06-17T21:25	81.8895	9.6874	97	45.59	52.51968	241.0653312
2015-06-17T21:35	81.8895	9.6876	100	47	54.144	248.52096
2015-06-17T21:45	81.8895	9.6878	132	62.04	71.47008	328.0476672
2015-06-17T21:55	81.8895	9.6883	113	53.11	61.18272	280.8286848
2015-06-17T22:05	81.8895	9.689	106	49.82	57.39264	263.4322176
2015-06-17T22:15	81.8895	9.6896	115	54.05	62.2656	285.799104
2015-06-17T22:25	81.8895	9.6906	119	55.93	64.43136	295.7399424
2015-06-17T22:35	81.8895	9.6919	110	51.7	59.5584	273.373056
2015-06-17T22:45	81.8895	9.6932	120	56.4	64.9728	298.225152
2015-06-17T22:55	81.8895	9.6944	114	53.58	61.72416	283.3138944
2015-06-17T23:05	81.8895	9.696	112	52.64	60.64128	278.3434752
2015-06-17T23:15	81.8896	9.6976	123	57.81	66.59712	305.6807808
2015-06-17T23:25	81.8896	9.6996	123	57.81	66.59712	305.6807808
2015-06-17T23:35	81.8897	9.7016	120	56.4	64.9728	298.225152
2015-06-17T23:45	81.8898	9.7038	105	49.35	56.8512	260.947008
2015-06-17T23:55	81.8899	9.7063	104	48.88	56.30976	258.4617984
2015-06-18T00:05	81.89	9.7089	117	54.99	63.34848	290.7695232
2015-06-18T00:15	81.8901	9.7118	128	60.16	69.30432	318.1068288
2015-06-18T00:25	81.8903	9.7148	129	60.63	69.84576	320.5920384
2015-06-18T00:35	81.8904	9.718	119	55.93	64.43136	295.7399424
2015-06-18T00:45	81.8905	9.7216	109	51.23	59.01696	270.8878464
2015-06-18T00:55	81.8907	9.7254	125	58.75	67.68	310.6512
2015-06-18T01:05	81.8908	9.7291	112	52.64	60.64128	278.3434752
2015-06-18T01:15	81.891	9.7329	101	47.47	54.68544	251.0061696
2015-06-18T01:25	81.8911	9.7367	90	42.3	48.7296	223.668864
2015-06-18T01:35	81.8913	9.7405	90	42.3	48.7296	223.668864
2015-06-18T01:45	81.8915	9.7446	96	45.12	51.97824	238.5801216
2015-06-18T01:55	81.8916	9.7491	117	54.99	63.34848	290.7695232
2015-06-18T02:05	81.8918	9.7538	143	67.21	77.42592	355.3849728
2015-06-18T02:15	81.8919	9.7584	157	73.79	85.00608	390.1779072
2015-06-18T02:25	81.892	9.763	168	78.96	90.96192	417.5152128
2015-06-18T02:35	81.8921	9.7677	153	71.91	82.84032	380.2370688
2015-06-18T02:45	81.8922	9.7723	131	61.57	70.92864	325.5624576
2015-06-18T02:55	81.8923	9.777	143	67.21	77.42592	355.3849728
2015-06-18T03:05	81.8924	9.7815	163	76.61	88.25472	405.0891648
2015-06-18T03:15	81.8925	9.7861	176	82.72	95.29344	437.3968896
2015-06-18T03:25	81.8925	9.7906	195	91.65	105.5808	484.615872
2015-06-18T03:35	81.8925	9.795	208	97.76	112.61952	516.9235968
2015-06-18T03:45	81.8926	9.7993	240	112.8	129.9456	596.450304
2015-06-18T03:55	81.8926	9.8034	240	112.8	129.9456	596.450304
2015-06-18T04:05	81.8925	9.8074	218	102.46	118.03392	541.7756928
2015-06-18T04:15	81.8925	9.8112	219	102.93	118.57536	544.2609024
2015-06-18T04:25	81.8924	9.8152	243	114.21	131.56992	603.9059328
2015-06-18T04:35	81.8924	9.8193	199	93.53	107.74656	494.5567104
2015-06-18T04:45	81.8922	9.8235	244	114.68	132.11136	606.3911424
2015-06-18T04:55	81.892	9.8276	252	118.44	136.44288	626.2728192
2015-06-18T05:05	81.8918	9.8311	239	112.33	129.40416	593.9650944
2015-06-18T05:15	81.8916	9.8346	166	78.02	89.87904	412.5447936
2015-06-18T05:25	81.8914	9.8379	155	72.85	83.9232	385.207488
2015-06-18T05:35	81.8911	9.841	190	89.3	102.8736	472.189824
2015-06-18T05:45	81.8907	9.8438	234	109.98	126.69696	581.5390464
2015-06-18T05:55	81.8904	9.8464	312	146.64	168.92928	775.3853952
2015-06-18T06:05	81.89	9.849	284	133.48	153.76896	705.7995264
2015-06-18T06:15	81.8896	9.8514	197	92.59	106.66368	489.5862912
2015-06-18T06:25	81.8891	9.8539	174	81.78	94.21056	432.4264704
2015-06-18T06:35	81.8886	9.8559	243	114.21	131.56992	603.9059328
2015-06-18T06:45	81.8881	9.8576	264	124.08	142.94016	656.0953344
2015-06-18T06:55	81.8876	9.859	237	111.39	128.32128	588.9946752
2015-06-18T07:05	81.887	9.8602	252	118.44	136.44288	626.2728192
2015-06-18T07:15	81.8864	9.8614	281	132.07	152.14464	698.3438976
2015-06-18T07:25	81.8857	9.8625	285	133.95	154.3104	708.284736
2015-06-18T07:35	81.885	9.8637	300	141	162.432	745.56288
2015-06-18T07:45	81.8843	9.8646	334	156.98	180.84096	830.0600064
2015-06-18T07:55	81.8836	9.8651	351	164.97	190.04544	872.3085696
2015-06-18T08:05	81.8829	9.8654	323	151.81	174.88512	802.7227008
2015-06-18T08:15	81.8821	9.8655	269	126.43	145.64736	668.5213824
2015-06-18T08:25	81.8813	9.865	271	127.37	146.73024	673.4918016
2015-06-18T08:35	81.8805	9.8644	316	148.52	171.09504	785.3262336
2015-06-18T08:45	81.8796	9.8633	324	152.28	175.42656	805.2079104
2015-06-18T08:55	81.8788	9.862	310	145.7	167.8464	770.414976
2015-06-18T09:05	81.878	9.8604	262	123.14	141.85728	651.1249152
2015-06-18T09:15	81.8771	9.8588	273	128.31	147.81312	678.4622208
2015-06-18T09:25	81.8762	9.857	290	136.3	157.0176	720.710784
2015-06-18T09:35	81.8753	9.8552	283	133.01	153.22752	703.3143168
2015-06-18T09:45	81.8744	9.8535	288	135.36	155.93472	715.7403648
2015-06-18T09:55	81.8735	9.8516	340	159.8	184.0896	844.971264
2015-06-18T10:05	81.8726	9.8497	377	177.19	204.12288	936.9240192
2015-06-18T10:15	81.8716	9.8477	343	161.21	185.71392	852.4268928
2015-06-18T10:25	81.8707	9.8456	315	148.05	170.5536	782.841024
2015-06-18T10:35	81.8698	9.8435	307	144.29	166.22208	762.9593472
2015-06-18T10:45	81.8688	9.8412	304	142.88	164.59776	755.5037184
2015-06-18T10:55	81.8679	9.8388	324	152.28	175.42656	805.2079104
2015-06-18T11:05	81.8669	9.8364	379	178.13	205.20576	941.8944384
2015-06-18T11:15	81.866	9.8341	417	195.99	225.78048	1036.332403
2015-06-18T11:25	81.8651	9.8316	409	192.23	221.44896	1016.450726
2015-06-18T11:35	81.8642	9.8291	420	197.4	227.4048	1043.788032
2015-06-18T11:45	81.8632	9.8268	402	188.94	217.65888	999.0542592
2015-06-18T11:55	81.8623	9.8245	381	179.07	206.28864	946.8648576
2015-06-18T12:05	81.8614	9.8219	338	158.86	183.00672	840.0008448
2015-06-18T12:15	81.8606	9.8192	303	142.41	164.05632	753.0185088
2015-06-18T12:25	81.8597	9.8165	282	132.54	152.68608	700.8291072
2015-06-18T12:35	81.8589	9.8143	284	133.48	153.76896	705.7995264
2015-06-18T12:45	81.8581	9.8119	273	128.31	147.81312	678.4622208
2015-06-18T12:55	81.8573	9.8094	239	112.33	129.40416	593.9650944
2015-06-18T13:05	81.8565	9.8068	237	111.39	128.32128	588.9946752
2015-06-18T13:15	81.8557	9.8044	343	161.21	185.71392	852.4268928
2015-06-18T13:25	81.8549	9.8017	381	179.07	206.28864	946.8648576
2015-06-18T13:35	81.8542	9.7993	322	151.34	174.34368	800.2374912
2015-06-18T13:45	81.8535	9.7969	290	136.3	157.0176	720.710784
2015-06-18T13:55	81.8528	9.7949	332	156.04	179.75808	825.0895872
2015-06-18T14:05	81.852	9.7925	395	185.65	213.8688	981.657792
2015-06-18T14:15	81.8513	9.7902	492	231.24	266.38848	1222.723123
2015-06-18T14:25	81.8507	9.7881	509	239.23	275.59296	1264.971686
2015-06-18T14:35	81.8502	9.7859	397	186.59	214.95168	986.6282112
2015-06-18T14:45	81.8496	9.7839	417	195.99	225.78048	1036.332403
2015-06-18T14:55	81.8491	9.7822	390	183.3	211.1616	969.231744
2015-06-18T15:05	81.8485	9.7805	286	134.42	154.85184	710.7699456
2015-06-18T15:15	81.848	9.7793	216	101.52	116.95104	536.8052736
2015-06-18T15:25	81.8476	9.7774	221	103.87	119.65824	549.2313216
2015-06-18T15:35	81.8471	9.7755	280	131.6	151.6032	695.858688
2015-06-18T15:45	81.8467	9.7747	385	180.95	208.4544	956.805696
2015-06-18T15:55	81.8463	9.773	339	159.33	183.54816	842.4860544
2015-06-18T16:05	81.8459	9.7711	299	140.53	161.89056	743.0776704
2015-06-18T16:15	81.8456	9.7694	278	130.66	150.52032	690.8882688
2015-06-18T16:25	81.8453	9.7678	253	118.91	136.98432	628.7580288
2015-06-18T16:35	81.845	9.7667	247	116.09	133.73568	613.8467712
2015-06-18T16:45	81.8447	9.7653	250	117.5	135.36	621.3024
2015-06-18T16:55	81.8444	9.7634	254	119.38	137.52576	631.2432384
2015-06-18T17:05	81.8442	9.7613	234	109.98	126.69696	581.5390464
2015-06-18T17:15	81.8439	9.7593	215	101.05	116.4096	534.320064
2015-06-18T17:25	81.8438	9.7573	214	100.58	115.86816	531.8348544
2015-06-18T17:35	81.8436	9.7554	212	99.64	114.78528	526.8644352
2015-06-18T17:45	81.8434	9.7531	199	93.53	107.74656	494.5567104
2015-06-18T17:55	81.8432	9.7511	198	93.06	107.20512	492.0715008
2015-06-18T18:05	81.843	9.7489	204	95.88	110.45376	506.9827584
2015-06-18T18:15	81.8428	9.7466	186	87.42	100.70784	462.2489856
2015-06-18T18:25	81.8427	9.7444	184	86.48	99.62496	457.2785664
2015-06-18T18:35	81.8425	9.7422	184	86.48	99.62496	457.2785664
2015-06-18T18:45	81.8424	9.74	179	84.13	96.91776	444.8525184
2015-06-18T18:55	81.8422	9.7377	171	80.37	92.58624	424.9708416
2015-06-18T19:05	81.8421	9.7333	163	76.61	88.25472	405.0891648
2015-06-18T19:15	81.8419	9.7409	170	79.9	92.0448	422.485632
2015-06-18T19:25	81.8428	9.7802	161	75.67	87.17184	400.1187456
2015-06-18T19:35	81.8354	9.8096	158	74.26	85.54752	392.6631168
2015-06-18T19:45	81.847	9.8691	155	72.85	83.9232	385.207488
2015-06-18T19:55	81.8449	9.945	149	70.03	80.67456	370.2962304
2015-06-18T20:05	81.8347	9.9431	160	75.2	86.6304	397.633536
2015-06-18T20:15	81.8292	9.9397	166	78.02	89.87904	412.5447936
2015-06-18T20:25	81.8223	9.9918	157	73.79	85.00608	390.1779072
2015-06-18T20:35	81.8249	9.9674	149	70.03	80.67456	370.2962304
2015-06-18T20:45	81.8137	9.9221	141	66.27	76.34304	350.4145536
2015-06-18T20:55	81.8026	9.8954	136	63.92	73.63584	337.9885056
2015-06-18T21:05	81.7953	9.9639	132	62.04	71.47008	328.0476672
2015-06-18T21:15	81.798	10.0525	109	51.23	59.01696	270.8878464
2015-06-18T21:25	81.7966	10.1255	111	52.17	60.09984	275.8582656
2015-06-18T21:35	81.8005	10.197	128	60.16	69.30432	318.1068288
2015-06-18T21:45	81.7957	10.2536	138	64.86	74.71872	342.9589248
2015-06-18T21:55	81.7951	10.2565	139	65.33	75.26016	345.4441344
2015-06-18T22:05	81.7911	10.2915	143	67.21	77.42592	355.3849728
2015-06-18T22:15	81.7857	10.3613	156	73.32	84.46464	387.6926976
2015-06-18T22:25	81.7765	10.452	160	75.2	86.6304	397.633536
2015-06-18T22:35	81.7615	10.4951	160	75.2	86.6304	397.633536
2015-06-18T22:45	81.7543	10.588	142	66.74	76.88448	352.8997632
2015-06-18T22:55	81.7507	10.6433	113	53.11	61.18272	280.8286848
2015-06-18T23:05	81.7428	10.7265	107	50.29	57.93408	265.9174272
2015-06-18T23:15	81.7293	10.7449	112	52.64	60.64128	278.3434752
2015-06-18T23:25	81.7182	10.7894	121	56.87	65.51424	300.7103616
2015-06-18T23:35	81.7155	10.8722	127	59.69	68.76288	315.6216192
2015-06-18T23:45	81.7048	10.9105	123	57.81	66.59712	305.6807808
2015-06-18T23:55	81.6929	10.9605	115	54.05	62.2656	285.799104
2015-06-19T00:05	81.6803	10.9901	111	52.17	60.09984	275.8582656
2015-06-19T00:15	81.6739	11.0502	106	49.82	57.39264	263.4322176
2015-06-19T00:25	81.6619	11.1154	102	47.94	55.22688	253.4913792
2015-06-19T00:35	81.6526	11.1819	113	53.11	61.18272	280.8286848
2015-06-19T00:45	81.6395	11.2037	126	59.22	68.22144	313.1364096
2015-06-19T00:55	81.6252	11.2363	127	59.69	68.76288	315.6216192
2015-06-19T01:05	81.619	11.336	126	59.22	68.22144	313.1364096
2015-06-19T01:15	81.6176	11.4344	124	58.28	67.13856	308.1659904
2015-06-19T01:25	81.6092	11.51	138	64.86	74.71872	342.9589248
2015-06-19T01:35	81.6053	11.5859	165	77.55	89.3376	410.059584
2015-06-19T01:45	81.6074	11.6833	186	87.42	100.70784	462.2489856
2015-06-19T01:55	81.5965	11.7315	208	97.76	112.61952	516.9235968
2015-06-19T02:05	81.5909	11.8183	181	85.07	98.00064	449.8229376
2015-06-19T02:15	81.5821	11.8829	164	77.08	88.79616	407.5743744
2015-06-19T02:25	81.5739	11.9578	218	102.46	118.03392	541.7756928
2015-06-19T02:35	81.5615	12.0206	254	119.38	137.52576	631.2432384
2015-06-19T02:45	81.5529	12.1021	156	73.32	84.46464	387.6926976
2015-06-19T02:55	81.5466	12.1879	148	69.56	80.13312	367.8110208
2015-06-19T03:05	81.5365	12.2734	145	68.15	78.5088	360.355392
2015-06-19T03:15	81.528	12.3547	151	70.97	81.75744	375.2666496
2015-06-19T03:25	81.5307	12.3826	173	81.31	93.66912	429.9412608
2015-06-19T03:35	81.5233	12.4691	170	79.9	92.0448	422.485632
2015-06-19T03:45	81.5188	12.5415	161	75.67	87.17184	400.1187456
2015-06-19T03:55	81.5083	12.6382	147	69.09	79.59168	365.3258112
2015-06-19T04:05	81.4998	12.7254	147	69.09	79.59168	365.3258112
2015-06-19T04:15	81.4877	12.7275	151	70.97	81.75744	375.2666496
2015-06-19T04:25	81.4797	12.7805	153	71.91	82.84032	380.2370688
2015-06-19T04:35	81.4735	12.8912	148	69.56	80.13312	367.8110208
2015-06-19T04:45	81.4673	12.9988	154	72.38	83.38176	382.7222784
2015-06-19T04:55	81.4647	13.0574	153	71.91	82.84032	380.2370688
2015-06-19T05:05	81.4606	13.1392	147	69.09	79.59168	365.3258112
2015-06-19T05:15	81.4572	13.2479	136	63.92	73.63584	337.9885056
2015-06-19T05:25	81.4494	13.3343	129	60.63	69.84576	320.5920384
2015-06-19T05:35	81.4372	13.4138	126	59.22	68.22144	313.1364096
2015-06-19T05:45	81.4252	13.4662	133	62.51	72.01152	330.5328768
2015-06-19T05:55	81.412	13.5454	137	64.39	74.17728	340.4737152
2015-06-19T06:05	81.4032	13.6048	158	74.26	85.54752	392.6631168
2015-06-19T06:15	81.3921	13.6598	181	85.07	98.00064	449.8229376
2015-06-19T06:25	81.3828	13.721	197	92.59	106.66368	489.5862912
2015-06-19T06:35	81.3868	13.7532	205	96.35	110.9952	509.467968
2015-06-19T06:45	81.3866	13.6997	224	105.28	121.28256	556.6869504
2015-06-19T06:55	81.3821	13.681	235	110.45	127.2384	584.024256
2015-06-19T07:05	81.3807	13.6503	245	115.15	132.6528	608.876352
2015-06-19T07:15	81.3811	13.6529	277	130.19	149.97888	688.4030592
2015-06-19T07:25	81.3768	13.6488	289	135.83	156.47616	718.2255744
2015-06-19T07:35	81.371	13.6342	278	130.66	150.52032	690.8882688
2015-06-19T07:45	81.3646	13.6205	279	131.13	151.06176	693.3734784
2015-06-19T07:55	81.3604	13.6118	276	129.72	149.43744	685.9178496
2015-06-19T08:05	81.36	13.6127	280	131.6	151.6032	695.858688
2015-06-19T08:15	81.3579	13.614	280	131.6	151.6032	695.858688
2015-06-19T08:25	81.3644	13.6259	296	139.12	160.26624	735.6220416
2015-06-19T08:35	81.378	13.6582	319	149.93	172.71936	792.7818624
2015-06-19T08:45	81.3791	13.6629	310	145.7	167.8464	770.414976
2015-06-19T08:55	81.3772	13.6552	310	145.7	167.8464	770.414976
2015-06-19T09:05	81.3766	13.6543	326	153.22	176.50944	810.1783296
2015-06-19T09:15	81.3721	13.6484	349	164.03	188.96256	867.3381504
2015-06-19T09:25	81.361	13.6182	400	188	216.576	994.08384
2015-06-19T09:35	81.3639	13.6073	409	192.23	221.44896	1016.450726
2015-06-19T09:45	81.3631	13.6065	424	199.28	229.57056	1053.72887
2015-06-19T09:55	81.3568	13.6106	365	171.55	197.6256	907.101504
2015-06-19T10:05	81.35	13.6083	360	169.2	194.9184	894.675456
2015-06-19T10:15	81.3435	13.6137	392	184.24	212.24448	974.2021632
2015-06-19T10:25	81.3381	13.6141	418	196.46	226.32192	1038.817613
2015-06-19T10:35	81.3367	13.613	362	170.14	196.00128	899.6458752
2015-06-19T10:45	81.3362	13.6152	344	161.68	186.25536	854.9121024
2015-06-19T10:55	81.343	13.6202	342	160.74	185.17248	849.9416832
2015-06-19T11:05	81.3474	13.609	366	172.02	198.16704	909.5867136
2015-06-19T11:15	81.3484	13.614	329	154.63	178.13376	817.6339584
2015-06-19T11:25	81.348	13.6129	306	143.82	165.68064	760.4741376
2015-06-19T11:35	81.3476	13.6121	305	143.35	165.1392	757.988928
2015-06-19T11:45	81.3473	13.6113	307	144.29	166.22208	762.9593472
2015-06-19T11:55	81.3469	13.6106	284	133.48	153.76896	705.7995264
2015-06-19T12:05	81.3466	13.61	273	128.31	147.81312	678.4622208
2015-06-19T12:15	81.3462	13.6094	260	122.2	140.7744	646.154496
2015-06-19T12:25	81.3459	13.6089	278	130.66	150.52032	690.8882688
2015-06-19T12:35	81.3455	13.6084	295	138.65	159.7248	733.136832
2015-06-19T12:45	81.3452	13.608	303	142.41	164.05632	753.0185088
2015-06-19T12:55	81.3448	13.6077	315	148.05	170.5536	782.841024
2015-06-19T13:05	81.3445	13.6074	305	143.35	165.1392	757.988928
2015-06-19T13:15	81.3442	13.6073	296	139.12	160.26624	735.6220416
2015-06-19T13:25	81.3438	13.6073	294	138.18	159.18336	730.6516224
2015-06-19T13:35	81.3435	13.6073	289	135.83	156.47616	718.2255744
2015-06-19T13:45	81.3432	13.6073	298	140.06	161.34912	740.5924608
2015-06-19T13:55	81.3429	13.6075	276	129.72	149.43744	685.9178496
2015-06-19T14:05	81.3426	13.6076	292	137.24	158.10048	725.6812032
2015-06-19T14:15	81.3424	13.6078	230	108.1	124.5312	571.598208
2015-06-19T14:25	81.3421	13.6081	238	111.86	128.86272	591.4798848
2015-06-19T14:35	81.3419	13.6085	225	105.75	121.824	559.17216
2015-06-19T14:45	81.3417	13.6088	297	139.59	160.80768	738.1072512
2015-06-19T14:55	81.3414	13.6091	339	159.33	183.54816	842.4860544
2015-06-19T15:05	81.3412	13.6096	342	160.74	185.17248	849.9416832
2015-06-19T15:15	81.3411	13.61	348	163.56	188.42112	864.8529408
2015-06-19T15:25	81.3409	13.6105	302	141.94	163.51488	750.5332992
2015-06-19T15:35	81.3407	13.6109	316	148.52	171.09504	785.3262336
2015-06-19T15:45	81.3405	13.6114	400	188	216.576	994.08384
2015-06-19T15:55	81.3403	13.6118	266	125.02	144.02304	661.0657536
2015-06-19T16:05	81.3401	13.6123	241	113.27	130.48704	598.9355136
2015-06-19T16:15	81.34	13.6128	234	109.98	126.69696	581.5390464
2015-06-19T16:25	81.3398	13.6133	242	113.74	131.02848	601.4207232
2015-06-19T16:35	81.3397	13.6137	231	108.57	125.07264	574.0834176
2015-06-19T16:45	81.3396	13.6139	234	109.98	126.69696	581.5390464
2015-06-19T16:55	81.3395	13.6142	238	111.86	128.86272	591.4798848
2015-06-19T17:05	81.3394	13.6145	236	110.92	127.77984	586.5094656
2015-06-19T17:15	81.3393	13.6147	221	103.87	119.65824	549.2313216
2015-06-19T17:25	81.3392	13.6149	212	99.64	114.78528	526.8644352
2015-06-19T17:35	81.3391	13.615	197	92.59	106.66368	489.5862912
2015-06-19T17:45	81.339	13.6151	177	83.19	95.83488	439.8820992
2015-06-19T17:55	81.3389	13.6151	172	80.84	93.12768	427.4560512
2015-06-19T18:05	81.3388	13.615	167	78.49	90.42048	415.0300032
2015-06-19T18:15	81.3387	13.6148	158	74.26	85.54752	392.6631168
2015-06-19T18:25	81.3387	13.6146	152	71.44	82.29888	377.7518592
2015-06-19T18:35	81.3386	13.6142	150	70.5	81.216	372.78144
2015-06-19T18:45	81.3386	13.6139	154	72.38	83.38176	382.7222784
2015-06-19T18:55	81.3385	13.6134	171	80.37	92.58624	424.9708416
2015-06-19T19:05	81.3385	13.6129	195	91.65	105.5808	484.615872
2015-06-19T19:15	81.3384	13.6123	167	78.49	90.42048	415.0300032
2015-06-19T19:25	81.3384	13.6116	143	67.21	77.42592	355.3849728
2015-06-19T19:35	81.3384	13.6111	134	62.98	72.55296	333.0180864
2015-06-19T19:45	81.3384	13.6103	154	72.38	83.38176	382.7222784
2015-06-19T19:55	81.3384	13.6096	146	68.62	79.05024	362.8406016
2015-06-19T20:05	81.3384	13.6087	140	65.8	75.8016	347.929344
2015-06-19T20:15	81.3383	13.6079	139	65.33	75.26016	345.4441344
2015-06-19T20:25	81.3383	13.607	136	63.92	73.63584	337.9885056
2015-06-19T20:35	81.3383	13.606	127	59.69	68.76288	315.6216192
2015-06-19T20:45	81.3383	13.605	120	56.4	64.9728	298.225152
2015-06-19T20:55	81.3382	13.6039	113	53.11	61.18272	280.8286848
2015-06-19T21:05	81.3382	13.6028	115	54.05	62.2656	285.799104
2015-06-19T21:15	81.3382	13.6017	112	52.64	60.64128	278.3434752
2015-06-19T21:25	81.3381	13.6006	101	47.47	54.68544	251.0061696
2015-06-19T21:35	81.3381	13.5995	97	45.59	52.51968	241.0653312
2015-06-19T21:45	81.3381	13.5983	95	44.65	51.4368	236.094912
2015-06-19T21:55	81.3381	13.5971	93	43.71	50.35392	231.1244928
2015-06-19T22:05	81.3381	13.5961	87	40.89	47.10528	216.2132352
2015-06-19T22:15	81.338	13.595	81	38.07	43.85664	201.3019776
2015-06-19T22:25	81.338	13.594	82	38.54	44.39808	203.7871872
2015-06-19T22:35	81.338	13.5932	79	37.13	42.77376	196.3315584
2015-06-19T22:45	81.338	13.5924	78	36.66	42.23232	193.8463488
2015-06-19T22:55	81.338	13.5917	79	37.13	42.77376	196.3315584
2015-06-19T23:05	81.338	13.5912	81	38.07	43.85664	201.3019776
2015-06-19T23:15	81.3379	13.5907	79	37.13	42.77376	196.3315584
